id,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14
2,0.014458494872143159,0.0009367844631077529,0.0011305329921663413,0.00146011605649364,0.9773231054576954,0.0003989532203995902,0.00043631311581182494,0.00039989972232593697,0.0004656523461222483,0.0006941353579628821,0.0004607936636829004,0.0004217192241360137,0.000410316791328506,0.00047744620505641783,0.0005257365115672814
15,0.2915547269626584,0.0009593250007391919,0.001499450873123868,0.6955524858767039,0.0014886358788049113,0.0007665120432996118,0.0009195304518731765,0.0007403424878200883,0.0012365898362361903,0.001261282199964081,0.0009050814848326497,0.0008507838531071689,0.0008150195778156767,0.0007487847372390575,0.0007014487357820722
20,0.994477610112395,0.0003904595268487951,0.0010769679241408414,0.0005616778998929842,0.0005930956974008699,0.0002135880703420319,0.00029139850651567327,0.00028768844678639225,0.0002014714039534147,0.00041183572890313576,0.0004288834256919594,0.000296346216644188,0.00032658683517633854,0.0002514049800152045,0.00019098522529308848
27,0.6805276652748726,0.00807966358088266,0.2374312305274699,0.01786153554216805,0.02728830862590894,0.002646811460106659,0.005988820682732335,0.005201966243934891,0.002874910263883906,0.000797337454745665,0.0024466596130003075,0.0052034698304576936,0.002581286155827404,0.0010663240840536907,4.010659955302403e-06
29,2.042608868612546e-05,4.328585828275639e-05,3.2774713748574744e-05,4.270177715208836e-05,4.498935920087408e-05,3.0944705419978995e-05,0.9995118577745725,3.505960848713968e-05,3.5980653559105406e-05,4.012776025493037e-05,2.7349829523539182e-05,3.375125833498353e-05,2.915386304866063e-05,3.653170289750545e-05,3.5065046831373744e-05
31,0.994051927047926,4.363666275703695e-05,7.908912943562437e-05,0.005413528137299611,5.262055781807451e-05,2.6664810096854507e-05,3.33921447840491e-05,3.591114466672723e-05,2.4410003642215973e-05,6.563044727457165e-05,3.133134949151305e-05,3.665310589685849e-05,4.2480199935737217e-05,3.1175708885215555e-05,3.154955008984057e-05
34,0.005385921357045425,0.00020508119603250007,0.9930932918044684,0.00017785284836191638,0.00011144076908118821,6.162705726774828e-05,5.935925600524947e-05,5.334418119617735e-05,6.686752546097552e-05,0.00018069218351801576,0.00015725486514089334,5.7534958983131554e-05,0.00027096419320704195,7.373663481314236e-05,4.503116941825743e-05
45,0.958445483315059,0.0017828023648123336,0.01541882007228804,0.002499877104067161,0.006942776162951169,0.0010272242614010627,0.0011998193769458302,0.0012180932959254928,0.0010458750245179547,0.002708987522487469,0.0017685087185005833,0.0012532421314066515,0.0017710441963182247,0.0012498976041204486,0.0016675488491986108
53,0.07093633558160621,0.0012078766204767187,0.00186877253844449,0.912100025743007,0.0020217163170923686,0.0008826169121204185,0.0011310640246964042,0.0008894759575046111,0.0016126113938624161,0.0013696324177489686,0.001981477441415467,0.001050175467260381,0.0011708792499886894,0.0009216777830233062,0.0008556625517526875
55,0.9980496952257819,0.00013604927011710263,0.00016310160635712336,0.0003055009220107321,0.0003352626040668415,7.899581260545098e-05,9.541724103348244e-05,9.959060049271991e-05,7.418381746258886e-05,0.00017943599785075345,9.24393126412444e-05,0.00010294186250012395,9.947756849484824e-05,9.513136066738767e-05,9.277679791766999e-05
61,0.9925704129980091,0.00045338229504577303,0.0008919688456621674,0.0009268494214036639,0.0012271674044626263,0.0002670375736787371,0.00032295533613547784,0.00034272951322765667,0.0002625820318786894,0.0006326074836988505,0.0005156983058135214,0.0003805322472492387,0.0003984743690499776,0.00037333610696880045,0.0004342660677156485
76,0.005004871173085416,4.023870237107313e-06,3.4108449766398158e-06,0.984952319070556,3.2286200266314647e-06,3.372264519361621e-06,3.206508738347606e-06,2.8800888587262026e-06,3.7235828510177936e-06,3.3620105923448733e-06,3.588242750209075e-06,3.6173248186129614e-06,3.388858660671345e-06,0.005002956319586132,0.005002051219742812
79,0.83726324177933,0.006710567372768812,0.03831089418562706,0.029714343398428617,0.02304225711832748,0.004288479888417928,0.005215177982524499,0.004412464559723604,0.00445272051831324,0.008304748158870596,0.011655950330049882,0.0050312065513869525,0.008340591563739544,0.0051249584433166505,0.00813239814917503
88,0.9893523702560029,0.00048709712217616104,0.005570036296570342,0.0007677507614640632,0.0012133473207206573,0.000172994388737383,0.00021853263943968137,0.0002221912900258188,0.00016225504145109973,0.00042645128859457966,0.0005500914185292402,0.00022346708870956325,0.00023049937989896976,0.00020505770106511988,0.00019785800661442846
91,0.9992344527570775,5.0790045722067896e-05,7.100855535999274e-05,6.029739035896729e-05,6.063119326441351e-05,3.4053287692918134e-05,4.2038170983530014e-05,4.601524533743666e-05,3.054408900019012e-05,0.00014341093803382839,3.6185431430319076e-05,5.786770612517695e-05,4.531211580988545e-05,4.194536902072593e-05,4.54477047830858e-05
93,0.9994330752436813,0.00016744461613862167,6.672849173023654e-05,5.144160871131845e-05,3.7336141337680366e-05,1.8991826188726213e-05,2.6335322652373922e-05,2.8828161933464006e-05,1.787884522891675e-05,3.798522290194534e-05,2.305903739764791e-05,2.759231756421895e-05,2.766144504252271e-05,2.2025746096317645e-05,1.3615973394839363e-05
95,0.9992027456707073,5.8151313106497536e-05,0.00011173999615227353,7.862255181733904e-05,8.098477930729946e-05,3.586654683910608e-05,4.6936745485887e-05,4.930180484411872e-05,3.377112035211801e-05,8.426590047221395e-05,3.977307578064851e-05,5.215005785916077e-05,4.7926711108259586e-05,4.186352587826407e-05,3.590020028933361e-05
98,0.011003542660642162,0.0015690439358358032,0.008754361692843183,0.005974725665175772,0.0009222839149477944,0.9547844450469101,0.0060810203068801276,0.0006843407505802618,0.0006911584983753901,0.0007393084103551984,0.0012665215489197363,0.00563759351377056,0.0007645543780937256,0.0006420783668545319,0.0004850213098155922
100,3.881797357610288e-06,3.1289529481729565e-06,2.0219044397563007e-06,0.9999662823929841,1.9408514001159938e-06,2.604669884572165e-06,2.6103100330008162e-06,2.3041386993226806e-06,2.732258869150361e-06,1.8580222187323366e-06,2.4841715442146614e-06,3.212346608939417e-06,2.2119103425829425e-06,1.9448730607202947e-06,7.81399609023412e-07
113,0.0571277590820235,0.0006745454623050896,0.016018197930145642,0.9093329295264829,0.0006611123561906142,0.000544626996507084,0.0005518189058536653,0.0005466546631742523,0.0005572657866311984,0.005775131771790623,0.005914969326958287,0.0006224926370108491,0.0006027287682764135,0.0005768754065865503,0.0004928913800634128
115,0.9996767648995988,1.9985395218031668e-05,4.551325294404242e-05,2.3794938317643615e-05,4.3316814277897276e-05,1.432353343958157e-05,1.712452232577524e-05,1.6713476196157004e-05,1.3472729559477254e-05,3.5638379363994896e-05,2.0977050499087157e-05,1.669042016866222e-05,2.366478998232036e-05,1.5051679759815126e-05,1.6968118348717203e-05
116,0.7696525784960879,0.0036749581032882507,0.01268420977957592,0.005459610903407124,0.009344454476473498,0.002275068591678543,0.002583937209246821,0.002626614255199275,0.0029241492437462125,0.0052379791232401015,0.00930975236356991,0.0026379995707596967,0.003555274849314504,0.0026003985300213557,0.16543301450439094
121,1.125771137138616e-05,2.0925585598074193e-05,2.906642146006855e-05,1.5391807932803012e-05,1.0312065831883582e-05,1.047865231981723e-05,1.4422697430415452e-05,1.3760165022379873e-05,1.1979772416608834e-05,5.965319483952263e-06,1.3308317779984952e-05,0.9998220916963672,9.446982420785836e-06,9.466778582199708e-06,2.1260259826579143e-06
122,0.04986913055852829,0.0013817435491624208,0.0025792520035724112,0.9359063223285897,0.0013096723294241828,0.0007979316596055853,0.0007706206001582561,0.0008291442574210059,0.0011090168240126706,0.0009362036621407904,0.0013578605167068882,0.0011647438098775858,0.0008106478734420402,0.0007283080137436043,0.00044940201361457627
131,0.9996745416236898,4.065581681290811e-05,3.0445003319549043e-05,2.857480466419237e-05,2.703085687442565e-06,1.2283780934741345e-05,4.6646321410412533e-05,4.4836020866638484e-05,1.1756826380963204e-05,2.736454043657892e-07,7.365042641318704e-06,8.681742874005526e-05,1.094610907135976e-05,2.154191238533666e-06,2.99137664911047e-10
132,0.611698647569848,0.024054631831618278,0.22223380507144241,0.04386344470301015,0.017389651190191553,0.005446596193253069,0.005964355179182211,0.0058300029396845445,0.005979064413524598,0.013063755622517288,0.012732973305273641,0.00675685044477092,0.010225533357401726,0.008676187384937261,0.006084500793344197
136,0.0818217074041524,0.0021235714719935123,0.015346766939067127,0.8789768323209259,6.070585526033443e-06,0.0003186319405176378,0.002251849591286654,0.002026584277949186,0.005294311388905409,3.316972825294428e-08,0.00510639490552206,0.0015123686468955138,0.0002088994682887287,0.005005977889126252,1.1517876783924064e-13
139,0.47623436413366177,0.027710159947402637,0.3164190513928176,0.05155434660686639,0.017845349484822984,0.011473733816089737,0.00713110302122384,0.006427481049379871,0.008503000800721817,0.01801366023356445,0.015165091140591022,0.006383234199580198,0.02320439435643775,0.007225633431765247,0.0067093963850747215
141,0.8297968812627994,0.0012845968878238672,0.00372982497355631,0.002069615726886627,0.15130810695187935,0.0007105357611580879,0.0008798117414400848,0.0008680058171794781,0.000739906144789769,0.0038843512212769623,0.0009396528259083134,0.0008911401279050646,0.0008472564188082139,0.0009605443914033336,0.001089769747185076
142,0.6447094353003314,0.023812890839833106,0.10130995516266486,0.029181857855121313,0.06862206932686939,0.007692162074397471,0.008476521408048379,0.00928675718722758,0.008852162018417731,0.014818089731478312,0.02088474556443154,0.008874800656856911,0.014360852801407482,0.009987860679658508,0.02912983939325595
147,0.9997688955212005,1.4985710606188868e-05,4.050499487540017e-05,2.2978168754095644e-05,2.6609323040192407e-05,8.97030086037467e-06,1.1220984512219195e-05,1.2475013061503893e-05,7.901398341695288e-06,2.348051103781895e-05,1.4582037471243939e-05,1.2785318094520204e-05,1.35756728121066e-05,1.068555854474965e-05,1.0349486787383567e-05
149,0.005046074629756645,4.864143661367124e-05,0.0009244429199032966,5.85550491675993e-05,2.159284080234327e-05,2.6564666055833414e-05,4.392190575796284e-05,3.744407598600668e-05,3.0808082549245584e-05,8.271830929228941e-06,0.9936495628025823,3.519969130341641e-05,5.0255505961139494e-05,1.8047909688610486e-05,6.166529427187238e-07
160,0.020005441618997255,9.433778635426605e-06,0.9799593496309491,4.298993994914834e-06,1.527065541639271e-06,1.4047408242485643e-06,1.6864339316791387e-06,1.254555960647111e-06,1.7777401471247423e-06,5.4546842442176515e-06,2.919620405328126e-06,1.2829344086887806e-06,1.7156913962299058e-06,1.695255543566522e-06,7.572550199063406e-07
163,0.9947239031070825,9.180627673737811e-06,0.0050127166509956285,1.1818131479788468e-05,1.5113836524439702e-05,7.252438939866877e-06,9.25848396332025e-06,1.069088225858309e-05,6.231127632303715e-06,1.8269273595272313e-05,0.00013421982228015001,1.0049832523982663e-05,1.1907577605499759e-05,9.271913508057306e-06,1.0116293936753902e-05
168,0.9802420154485473,0.0011928607615551328,0.0031786148931603575,0.0028685210290346876,0.002552556333530328,0.0006923326241808605,0.0008092724741986552,0.0008415193861324566,0.0007553337829566852,0.0016431026107716728,0.0011772832551390526,0.0009665805865379057,0.0012304180687435853,0.0009254992808095649,0.0009240894647017694
172,0.9883880098184213,0.00022177003207698713,0.00954189466055133,0.00022795614259422427,0.00018071619144042158,9.727981039616759e-05,0.00012665823269319106,0.00012021606669903103,9.386749789608925e-05,0.00030475362579488136,0.0001969646084408882,0.00011708689783871226,0.00015033316058293172,0.00012114180323974956,0.00011135145133416077
